text,label,intent_name
"I have done a transfer within the country a couple days ago, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already.",66,transfer_not_received_by_recipient
may I have a Visa and a Mastercard from you.,73,visa_or_mastercard
How do I see the source of my money?,70,verify_source_of_funds
What are the charges for topping up US card?,57,top_up_by_card_charge
are there any exchange fees,31,exchange_charge
I need to transfer some money to a friend who is in urgent need of some fast cash. How long will it take before she can use that money?,66,transfer_not_received_by_recipient
Can friends send me money?,50,receiving_money
"Hello, i just checked my statement and there seems to be a payment from my card that I have never seen before.",16,card_payment_not_recognised
How long does it take for a refund to appear?,51,Refund_not_showing_up
Why is my PIN blocked?,49,pin_blocked
It seems like a transfer is pending.,48,pending_transfer
Is there a problem with the payment that I see is still pending?,45,pending_card_payment
It shows that the transfer on my account wasn't allowed.,7,beneficiary_not_allowed
Can I get an account for my son?,1,age_limit
Why is there a fee associated with card use?,15,card_payment_fee_charged
I noticed that there was an extra charge fee on my account. Could You explain to me why?,64,transfer_fee_charged
Can you tell me why I haven't received my new card?,11,card_arrival
Do you support fiat currencies?,36,fiat_currency_support
What is the currency exchange fee?,31,exchange_charge
The amount of cash I requested to withdrawal did not match what I received when exchanged,76,wrong_exchange_rate_for_cash_withdrawal
Does it cost me to add cash?,56,top_up_by_bank_transfer_charge
How do I validate my identity.,69,verify_my_identity
Am I limited to what ATM I can use my card?,3,atm_support
I just got married and need to change my name on the account,30,edit_personal_details
Will I be charged for adding money using an international card?,57,top_up_by_card_charge
Are there any restrictions to where I can use my card?,10,card_acceptance
My card wasn't working in a shop,25,declined_card_payment
My salary is in GBP - what should I do?,50,receiving_money
Why would my card payment not work?,25,declined_card_payment
How long will it take for my transfer to arrive?,66,transfer_not_received_by_recipient
How do I deposit cash?,58,top_up_by_cash_or_cheque
i don't see the top-up verification code anywhere,71,verify_top_up
"Apple pay is not accepting my American Express card, can you assist me with this problem?",2,apple_pay_or_google_pay
My card was working but now it doesn't.,14,card_not_working
I think the exchange rate for the cash I withdrew wasn't correct.,76,wrong_exchange_rate_for_cash_withdrawal
I see money go out that I didn't withdraw.,20,cash_withdrawal_not_recognised
"While I was drunk, I goofed my PIN number and your machine ate my card. How can I get it back?",49,pin_blocked
Can I change my PIN online?,21,change_pin
why wont my american express work to add money,54,supported_cards_and_currencies
My card was stolen. What do I need to do?,41,lost_or_stolen_card
Can I get a refund on an item?,52,request_refund
Where is the transfer that I did?,5,balance_not_updated_after_bank_transfer
My payment has been returned.,53,reverted_card_payment?
"Not living in same place, need to change details",30,edit_personal_details
How is top-up verified?,71,verify_top_up
Money transfer help? How long?,67,transfer_timing
What is going on with my cash deposit. I'm looking at my account balance and it is not there. It has been almost a week. Someone better get back to me asap.,6,balance_not_updated_after_cheque_or_cash_deposit
"I tried topping up using my card, but the money is gone?",62,topping_up_by_card
I can't get money out of the ATM. Is my card actually working? It's the first time I tried using it,26,declined_cash_withdrawal
Why am I not allowed to add a certain beneficiary?,7,beneficiary_not_allowed
how do i track the moeney,70,verify_source_of_funds
I got less cash than what I specified at the ATM.,75,wrong_amount_of_cash_received
want to know where funds come from,70,verify_source_of_funds
When I was drunk I got my card stuck in your machine because i mis-typed my PIN. What do I need to do to get it restored?,49,pin_blocked
It looks like a payment I've made hasn't made it through yet.,45,pending_card_payment
My account says a withdrawal is pending - why can't I take cash out of the ATM?,46,pending_cash_withdrawal
"I have a question about ATM transactions. Can I take money out of an ATM when I'm traveling abroad? And, can I get the money in my home currancy?",76,wrong_exchange_rate_for_cash_withdrawal
is there a way to change name?,30,edit_personal_details
I managed to drunken block my card :(( Help!,49,pin_blocked
what currencies can i exchange between on your app?,33,exchange_via_app
Something is wrong with my top up and I can't see it. How do I find it?,62,topping_up_by_card
Can I get another card?,39,getting_spare_card
Why was I charged extra using my card?,15,card_payment_fee_charged
This stupid system is not letting me prove my identity.,68,unable_to_verify_identity
"When I was traveling abroad, the exchange rate was applied wrong.",17,card_payment_wrong_exchange_rate
i want to get my salary deposited as pesos?,50,receiving_money
"I have never been charged for making an ATM cash withdrawal before, but I am now being charged a fee to withdraw cash. What happened?",19,cash_withdrawal_charge
"I get a ""decline"" message when doing a transfer",27,declined_transfer
how do the cards work?,37,get_disposable_virtual_card
Please delete my account immediately.,55,terminate_account
can you top up your account automatically,4,automatic_top_up
How come a fee was charged when I tranferred money,64,transfer_fee_charged
"Help, I was charged twice!",63,transaction_charged_twice
My balance was not updated after transferring money.,5,balance_not_updated_after_bank_transfer
How come I can see an extra charge for my transfer?,64,transfer_fee_charged
Which currencies do you work with?,54,supported_cards_and_currencies
Problems with my top up,59,top_up_failed
I want to get a refund.,52,request_refund
How do I request a disposable virtual card?,37,get_disposable_virtual_card
Are you Visa or Mastercard?,73,visa_or_mastercard
Would I be able to refund an item?,52,request_refund
Are your cards available in the EU?,24,country_support
There's been a transaction to the wrong account.,8,cancel_transfer
"I changed the currency, but why is it costing more?",17,card_payment_wrong_exchange_rate
I bought an item and the exchange rate was wrong.,17,card_payment_wrong_exchange_rate
My rate of exchange was wrong.,17,card_payment_wrong_exchange_rate
I tried using my credit card with top up but it didn't work! I thought it was supposed to?,59,top_up_failed
If i want to change my pin number can I directly from an ATM?,21,change_pin
Why am I charged whenever I withdraw cash?,19,cash_withdrawal_charge
I don't recognize some transactions.  Is someone else using it?,22,compromised_card
I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives,59,top_up_failed
I am still currently waiting for the cash that has been deposited into the account this morning.,6,balance_not_updated_after_cheque_or_cash_deposit
Why did I get charged one pound seemingly randomly?,34,extra_charge_on_statement
How soon do cards arrive after I order them?,12,card_delivery_estimate
how should i add money to my card,57,top_up_by_card_charge
My wallet was just stolen and I see my account already has a withdrawal. Can you please help me.,20,cash_withdrawal_not_recognised
Why can't my transfer complete?,35,failed_transfer
It's been a couple days how much longer do I have to wait for my transfer?,67,transfer_timing
The cash I deposited using the ATM is still pending,46,pending_cash_withdrawal
"Okay, I found my card, can I put it back in the app?",13,card_linking
How do I go about changing my PIN?,21,change_pin
"I got my American Express in Apple Pay, why is top up not working in my country?",2,apple_pay_or_google_pay
why top up is not working even if I got my American Express in Apple Bay?,2,apple_pay_or_google_pay
"I made a card payment, but it has been declined?",25,declined_card_payment
How do I to up by card?,62,topping_up_by_card
"I couldn't transfer money to my bank, why not?",7,beneficiary_not_allowed
Can you provide me a disposable virtual card?,37,get_disposable_virtual_card
my exchange rate looks wrong for my last payment,17,card_payment_wrong_exchange_rate
I was charged twice for the same thing.,63,transaction_charged_twice
How long will it take to transfer something to China urgently?,67,transfer_timing
I was the victim of someone stealing my wallet.  My card is being used and it isn't me.  What should I do?,20,cash_withdrawal_not_recognised
There is a debit paymet that I don't recognize.,28,direct_debit_payment_not_recognised
Why doesn't my Google pay top up work?,2,apple_pay_or_google_pay
Tell me how to renew my new card?,0,activate_my_card
The applied exchange rate is wrong for the cash I got abroad.,76,wrong_exchange_rate_for_cash_withdrawal
How come my card payment has been declined?,25,declined_card_payment
Where do I activate my card?,0,activate_my_card
How do I complete the ID check?,69,verify_my_identity
IS there a fee to exchange currency?,31,exchange_charge
How do I change my PIN abroad?,21,change_pin
Do you process SWIFT transfers?,56,top_up_by_bank_transfer_charge
How do I start auto top up?,4,automatic_top_up
